欄位編號,表格名稱,表格中文名稱,欄位名稱,欄位中文名稱,欄位定義說明,資料當責單位,欄位資料型態,欄位類型,Primary Key,KDE關鍵指標,必填/非必填,Business_Group,Technical_Data
80,M_AC_ACCOUNT,帳戶主檔,H_DAILY_LIMIT_AMT,國外期貨下單額度,國外期貨下單額度,經紀商品部,Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶主檔;國外期貨下單額度,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;H_DAILY_LIMIT_AMT
81,M_AC_ACCOUNT,帳戶主檔,SR_DAILY_LIMIT_AMT,境內結構型SR額度,境內結構型SR額度,"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶主檔;境內結構型SR額度,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;SR_DAILY_LIMIT_AMT
82,M_AC_ACCOUNT,帳戶主檔,T_SEGMENT_CODE,現況交易量客群代碼,001 A大戶 / 002 B中實戶 / 003 C活躍客群 / 004 D1一般客群 / 005 D2一般客群 / 006 E內法機構法人 / 007 F外法機構法人 / 008 G其他,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶主檔;現況交易量客群代碼,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;T_SEGMENT_CODE
83,M_AC_ACCOUNT,帳戶主檔,T_SEGMENT_DESC,現況交易量客群說明,001 A大戶 / 002 B中實戶 / 003 C活躍客群 / 004 D1一般客群 / 005 D2一般客群 / 006 E內法機構法人 / 007 F外法機構法人 / 008 G其他,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶主檔;現況交易量客群說明,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;T_SEGMENT_DESC
84,M_AC_ACCOUNT,帳戶主檔,T_SEGMENT_INVE_CODE,現況現貨庫存級距代碼,001 庫存1000萬以上 / 002 庫存500萬-1000萬 / 003 庫存200萬-500萬 / 004 庫存200萬以下,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶主檔;現況現貨庫存級距代碼,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;T_SEGMENT_INVE_CODE
85,M_AC_ACCOUNT,帳戶主檔,T_SEGMENT_INVE_DESC,現況現貨庫存級距說明,001 庫存1000萬以上 / 002 庫存500萬-1000萬 / 003 庫存200萬-500萬 / 004 庫存200萬以下,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶主檔;現況現貨庫存級距說明,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;T_SEGMENT_INVE_DESC
86,M_AC_ACCOUNT,帳戶主檔,HT_FLAG,高頻客戶註記,高頻客戶註記,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶主檔;高頻客戶註記,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;HT_FLAG
87,M_AC_ACCOUNT,帳戶主檔,API_FLAG,API客戶註記,API客戶註記,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶主檔;API客戶註記,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;API_FLAG
88,M_AC_ACCOUNT,帳戶主檔,ST_FLAG,短線客戶註記,短線客戶註記,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶主檔;短線客戶註記,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT;ST_FLAG
1,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,SNAP_DATE,資料日期,資料更新之日期,數據科學部,DATE,日期,PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;資料日期,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;SNAP_DATE
2,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,SNAP_YYYYMM,資料年月(YYYYMM),資料更新之西元年月,數據科學部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;資料年月(YYYYMM),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;SNAP_YYYYMM
3,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,SYS_ORI_ACCT_NBR,原客戶帳號,原客戶帳號；包含台股、複委託、期貨IB、財管信託、自營帳戶,數據科學部,Varchar,變動字串,PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;原客戶帳號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;SYS_ORI_ACCT_NBR
5,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,ACCT_NBR,客戶帳號,客戶帳號；包含台股、複委託、期貨IB、財管信託、自營帳戶,數據科學部,Varchar,變動字串,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;客戶帳號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;ACCT_NBR
7,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PARTY_ID,客戶證號,客戶之身份證號/統一編號,數據科學部,Varchar,變動字串,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;客戶證號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PARTY_ID
9,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PROD_ID,商品編號,由帳戶類別、商品類別、商品類別(小)組合之商品編號,數據科學部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;商品編號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PROD_ID
10,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PROD_TYPE_CODE,帳戶類別,100 台股 / 200 複委託 / 300 期貨 / 400 財管信託 / 500 自營,"財管商品部,經紀商品部",Varchar,變動字串,PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;帳戶類別,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PROD_TYPE_CODE
11,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PROD_TYPE_DESC,帳戶類別說明,100 台股 / 200 複委託 / 300 期貨 / 400 財管信託 / 500 自營,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;帳戶類別說明,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PROD_TYPE_DESC
12,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,INVE_PROD_ID,投資標的編號,投資標的代號+交易所別,數據科學部,Varchar,變動字串,PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;投資標的編號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;INVE_PROD_ID
13,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PROD_CODE,投資標的代碼,投資標的代碼,"財管商品部,經紀商品部",Varchar,變動字串,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;投資標的代碼,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PROD_CODE
14,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PROD_MTYPE_CODE,商品類別,110 一般台股 / 210 海外股票 / 220 複委託境外基金 / 230 海外債 / 240 境外結構型商品 / 3CP 國內期權 / 3FS 國外期權 / 420 信託境內外基金 / 540 境內結構型商品,"財管商品部,經紀商品部",Varchar,變動字串,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;商品類別,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PROD_MTYPE_CODE
15,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PROD_MTYPE_DESC,商品類別說明,110 一般台股 / 210 海外股票 / 220 複委託境外基金 / 230 海外債 / 240 境外結構型商品 / 3CP 國內期權 / 3FS 國外期權 / 420 信託境內外基金 / 540 境內結構型商品,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;商品類別說明,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PROD_MTYPE_DESC
16,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PROD_STYPE_CODE,商品類別(小),011 一般股票 / 012 認股權證 / 013 ADR / 014 GDR / 015 存託憑證TDR / 017 其他有價證券 / 018 特別股票 / 019 股票ETF / 01A 受益證券 / 01B ETN / 01C 公司債 / 021 股票型 / 022 一般債券型 / 023 平衡型及多重資產型 / 024 貨幣型 / 025 組合型 / 026 其他型 / 027 非投資等級債券型 / 031 公債 / 032 公司債 / 033 金融債 / 034 其他類 / 041 ELN / 042 PGN / 043 FCN / 044 DACN / 045 SNX / 046 RCN / 047 PRAN / 048 其他類 / 049 RCW / 0CP 國內期權 / 0FS 國外期權,"財管商品部,經紀商品部",Varchar,變動字串,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;商品類別(小),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PROD_STYPE_CODE
17,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,PROD_STYPE_DESC,商品類別(小)說明,011 一般股票 / 012 認股權證 / 013 ADR / 014 GDR / 015 存託憑證TDR / 017 其他有價證券 / 018 特別股票 / 019 股票ETF / 01A 受益證券 / 01B ETN / 01C 公司債 / 021 股票型 / 022 一般債券型 / 023 平衡型及多重資產型 / 024 貨幣型 / 025 組合型 / 026 其他型 / 027 非投資等級債券型 / 031 公債 / 032 公司債 / 033 金融債 / 034 其他類 / 041 ELN / 042 PGN / 043 FCN / 044 DACN / 045 SNX / 046 RCN / 047 PRAN / 048 其他類 / 049 RCW / 0CP 國內期權 / 0FS 國外期權,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;商品類別(小)說明,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;PROD_STYPE_DESC
18,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,CURRENCY_CODE,幣別,帳號當日交易投資標的所進出金額的幣別,"財管商品部,經紀商品部",Varchar,變動字串,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;幣別,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;CURRENCY_CODE
19,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,CURRENCY_NAME,幣別名稱,帳號當日交易投資標的所進出金額的幣別名稱,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;幣別名稱,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;CURRENCY_NAME
20,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,NET_COST_AMT,淨投入成本(原幣),帳號當日交易平均投資標的之淨投入成本(原幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;淨投入成本(原幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;NET_COST_AMT
21,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,NET_COST_AMT_TWD,淨投入成本(台幣),帳號當日交易平均投資標的之淨投入成本(台幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;淨投入成本(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;NET_COST_AMT_TWD
22,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,TXN_UNIT_QTY,交易單位數,帳號當日交易投資標的之單位數量；若商品為海外債，則為成交面額；若商品為結構型商品，則為契約本金,"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;交易單位數,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;TXN_UNIT_QTY
23,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,UNIT_PRICE,單價(原幣),台幣金額的投資標的物之單價(原幣)；若商品為海外債或結構型商品，則為百元報價,"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;單價(原幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;UNIT_PRICE
24,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,UNIT_PRICE_DATE,單價日期,台幣金額的投資標的物之原幣單價的日期,"財管商品部,經紀商品部",DATE,日期,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;單價日期,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;UNIT_PRICE_DATE
25,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,EXCHG_RATE,參考匯率,台幣金額換算之參考匯率,"財管商品部,經紀商品部",Num,數字,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;參考匯率,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;EXCHG_RATE
26,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,EXCHG_DATE,參考匯率日期,台幣金額換算之參考匯率的日期,"財管商品部,經紀商品部",DATE,日期,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;參考匯率日期,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;EXCHG_DATE
27,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,TXN_AMT,交易金額(原幣),帳號當日賣出投資標的之現值不含息餘額(原幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;交易金額(原幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;TXN_AMT
28,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,TXN_AMT_TWD,交易金額(台幣),帳號當日賣出投資標的之現值不含息餘額(台幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;交易金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;TXN_AMT_TWD
29,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,ACTU_BENEFIT_AMT,已實現損益金額(原幣),帳號當日交易投資標的之已實現損益金額(原幣),"財管商品部,經紀商品部",Num,數字,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;已實現損益金額(原幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;ACTU_BENEFIT_AMT
30,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,ACTU_BENEFIT_AMT_TWD,已實現損益金額(台幣),帳號當日交易投資標的之已實現損益金額(台幣),"財管商品部,經紀商品部",Num,數字,非PK,V,,主數據庫;帳戶主檔;帳戶已實現損益檔;已實現損益金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;ACTU_BENEFIT_AMT_TWD
31,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,DC_TXN_AMT_TWD,台股定期定額交易金額(台幣),帳號當日交易投資標的之台股定期定額交易金額(台幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;台股定期定額交易金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;DC_TXN_AMT_TWD
32,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,DC_ACTU_BENEFIT_AMT_TWD,台股定期定額已實現損益金額(台幣),帳號當日交易投資標的之台股定期定額已實現損益金額(台幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;台股定期定額已實現損益金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;DC_ACTU_BENEFIT_AMT_TWD
33,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,DIV_ACCU_AMT,配息金額(原幣),帳號當日交易投資標的之累計配息金額(原幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;配息金額(原幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;DIV_ACCU_AMT
34,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,DIV_ACCU_AMT_TWD,配息金額(台幣),帳號當日交易投資標的之累計配息金額(台幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;配息金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;DIV_ACCU_AMT_TWD
35,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,DIV_ACTU_BENEFIT_AMT,含息已實現損益金額(原幣),帳號當日交易投資標的之含息已實現損益金額(原幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;含息已實現損益金額(原幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;DIV_ACTU_BENEFIT_AMT
36,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,DIV_ACTU_BENEFIT_AMT_TWD,含息已實現損益金額(台幣),帳號當日交易投資標的之含息已實現損益金額(台幣),"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;含息已實現損益金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;DIV_ACTU_BENEFIT_AMT_TWD
37,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,BSBL_DIV_ACCU_AMT,出借權益補償金額,帳號當日交易投資標的之出借權益補償金額，目前僅含現金股利,借券業務部,Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;出借權益補償金額,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;BSBL_DIV_ACCU_AMT
38,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,BSBL_DIV_ACCU_AMT_TWD,出借權益補償金額(台幣),帳號當日交易投資標的之出借權益補償金額(台幣)，目前僅含現金股利,借券業務部,Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;出借權益補償金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;BSBL_DIV_ACCU_AMT_TWD
39,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,BSBL_ACTU_BENEFIT_AMT_TWD,出借收入(台幣),帳號當日交易投資標的之出借收入(台幣),借券業務部,Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;出借收入(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;BSBL_ACTU_BENEFIT_AMT_TWD
40,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,DT_ACTU_BENEFIT_AMT_TWD,當沖已實現損益金額(台幣),帳號當日交易投資標的之當沖已實現損益金額(台幣),借券業務部,Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;當沖已實現損益金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;DT_ACTU_BENEFIT_AMT_TWD
41,M_AC_ACCOUNT_ACTU_BENEFIT,帳戶已實現損益檔,EXCHG_DIFF_AMT_TWD,賣出匯差損益(台幣),帳號當日交易投資標的之賣出匯差損益(台幣),借券業務部,Num,數字,非PK,,,主數據庫;帳戶主檔;帳戶已實現損益檔;賣出匯差損益(台幣),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ACTU_BENEFIT;EXCHG_DIFF_AMT_TWD
1,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,SNAP_DATE,資料日期,資料更新之日期,財管輔銷部,DATE,日期,非PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;資料日期,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;SNAP_DATE
2,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,SNAP_YYYYMM,資料年月(YYYYMM),資料更新之西元年月,財管輔銷部,Varchar,變動字串,PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;資料年月(YYYYMM),fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;SNAP_YYYYMM
3,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,ACCT_NBR,客戶帳號,客戶帳號；包含台股、複委託、期貨IB、財管信託、自營帳戶,財管輔銷部,Varchar,變動字串,PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;客戶帳號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;ACCT_NBR
5,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,PARTY_ID,客戶證號,客戶之身份證號/統一編號,財管輔銷部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;客戶證號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;PARTY_ID
7,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,PROD_TYPE_CODE,帳戶類別,100 台股 / 200 複委託 / 300 期貨 / 400 財管信託 / 500 自營,財管輔銷部,Varchar,變動字串,PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;帳戶類別,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;PROD_TYPE_CODE
8,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,PROD_TYPE_DESC,帳戶類別說明,100 台股 / 200 複委託 / 300 期貨 / 400 財管信託 / 500 自營,財管輔銷部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;帳戶類別說明,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;PROD_TYPE_DESC
9,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,PROD_MTYPE_CODE,商品類別,110 一般台股 / 120 集保境內基金 / 150 雙向借券 / 160 不限用途借貸 / 170 圈購配售 / 210 海外股票 / 220 複委託境外基金 / 230 海外債 / 240 境外結構型商品 / 3C0 國內期貨 / 3F0 國外期貨 / 420 信託境內外基金 / 450 信託借券 / 470 信託存款 / 540 境內結構型商品,財管輔銷部,Varchar,變動字串,PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;商品類別,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;PROD_MTYPE_CODE
10,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,PROD_MTYPE_DESC,商品類別說明,110 一般台股 / 120 集保境內基金 / 150 雙向借券 / 160 不限用途借貸 / 170 圈購配售 / 210 海外股票 / 220 複委託境外基金 / 230 海外債 / 240 境外結構型商品 / 3C0 國內期貨 / 3F0 國外期貨 / 420 信託境內外基金 / 450 信託借券 / 470 信託存款 / 540 境內結構型商品,財管輔銷部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;商品類別說明,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;PROD_MTYPE_DESC
11,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,ASSET_CODE,資產項目代碼,資產項目代碼共六碼，商品中類前二碼+資產英文代碼A(指Asset)+此商品類型資產序號二碼；111A01 現股帳面價值 / 112A01 融資部位帳面價值 / 113A01 融券部位擔保帳面價值 / 121A01 集保基金帳面價值 / 151A01 出借帳面價值 / 161A01 不限用途帳面價值 / 171A01 資金管理帳戶現金餘額 / 211A01 海外股票帳面價值 / 221A01 境外基金帳面價值 / 231A01 海外債券帳面價值 / 241A01 境外結構型商品帳面價值 / 3C1A01 國內期貨選擇權總權益數 / 3C1A02 國內期權客戶保證金餘額 / 3F1A01 海外期貨總權益數 / 3F1A02 國外期權客戶保證金餘額 / 421A01 特定金錢信託國內帳面價值 / 421A02 特定金錢信託國外帳面價值 / 451A01 借券信託帳面價值 / 471A01 信託帳戶銀行存款現金餘額 / 541A01 衍生性商品台幣結構型帳面價值 / 541A02 衍生性商品外幣結構型帳面價值 / 541A03 衍生性商品資產交換選擇權權利金權利金約當市值,財管輔銷部,Varchar,變動字串,PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;資產項目代碼,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;ASSET_CODE
12,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,ASSET_DESC,資產項目代碼說明,111A01 現股帳面價值 / 112A01 融資部位帳面價值 / 113A01 融券部位擔保帳面價值 / 121A01 集保基金帳面價值 / 151A01 出借帳面價值 / 161A01 不限用途帳面價值 / 171A01 資金管理帳戶現金餘額 / 211A01 海外股票帳面價值 / 221A01 境外基金帳面價值 / 231A01 海外債券帳面價值 / 241A01 境外結構型商品帳面價值 / 3C1A01 國內期貨選擇權總權益數 / 3C1A02 國內期權客戶保證金餘額 / 3F1A01 海外期貨總權益數 / 3F1A02 國外期權客戶保證金餘額 / 421A01 特定金錢信託國內帳面價值 / 421A02 特定金錢信託國外帳面價值 / 451A01 借券信託帳面價值 / 471A01 信託帳戶銀行存款現金餘額 / 541A01 衍生性商品台幣結構型帳面價值 / 541A02 衍生性商品外幣結構型帳面價值 / 541A03 衍生性商品資產交換選擇權權利金權利金約當市值,財管輔銷部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;資產項目代碼說明,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;ASSET_DESC
13,M_AC_ACCOUNT_ASSET,帳戶資產月歸戶檔,FUTURE_ACCT_NBR,期貨帳號,期貨IB客戶之期貨帳號,財管輔銷部,Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶資產月歸戶檔;期貨帳號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_ASSET;FUTURE_ACCT_NBR
